device_eui,name,time,position,message_id
000DB539066E3654,admin,2017-09-25T17:17:19.447Z,"{""latitude"":1.320495,""longitude"":104.022595}",-1
000DB53908813667,admin,2017-09-25T21:07:12.260Z,"{""latitude"":1.32294,""longitude"":104.02364}",-1
000DB53905613665,admin,2017-09-25T23:07:15.931Z,"{""latitude"":1.322058,""longitude"":104.02255}",-1
000DB5390862366B,admin,2017-09-26T07:46:52.682Z,"{""latitude"":1.3222099999999999,""longitude"":104.022635}",-1
000DB53906553660,admin,2017-09-26T07:46:55.608Z,"{""latitude"":1.322307,""longitude"":104.02257499999999}",-1
000DB5320A70344D,admin,2017-09-26T07:46:56.756Z,"{""latitude"":1.322288,""longitude"":104.022617}",-1
000DB5320A8F3452,admin,2017-09-26T07:48:05.678Z,"{""latitude"":1.322222,""longitude"":104.026395}",-1
000DB53906603659,admin,2017-09-26T07:48:07.638Z,"{""latitude"":1.3220619999999998,""longitude"":104.02640799999999}",-1
000DB53905613665,admin,2017-09-26T11:49:17.036Z,"{""latitude"":1.3232119999999998,""longitude"":104.023883}",-1
000DB53904663660,admin,2017-09-26T14:22:12.322Z,"{""latitude"":1.323453,""longitude"":104.023305}",-1
000DB53906713658,admin,2017-09-26T14:58:04.796Z,"{""latitude"":1.321802,""longitude"":104.026297}",-1
000DB539055C3669,admin,2017-09-27T09:01:21.455Z,"{""latitude"":1.321508,""longitude"":104.022633}",-1
000DB5390677365D,admin,2017-09-27T11:32:44.829Z,"{""latitude"":1.3227929999999999,""longitude"":104.023843}",-1
000DB539035D3678,admin,2017-09-28T10:27:33.756Z,"{""latitude"":1.322903,""longitude"":104.023805}",-1
000DB53903783677,admin,2017-09-28T11:30:22.109Z,"{""latitude"":1.322978,""longitude"":104.023832}",-1
000DB53905613665,admin,2017-09-28T13:22:53.011Z,"{""latitude"":1.323635,""longitude"":104.023775}",0B00000086D49D3D
000DB53908603666,admin,2017-09-28T16:10:15.633Z,"{""latitude"":1.321102,""longitude"":104.0285}",0C0000006433D3C0
000DB5390677365D,admin,2017-09-28T16:10:50.377Z,"{""latitude"":1.322098,""longitude"":104.022553}",0C0000006433DBB9
000DB539055F3662,admin,2017-09-29T07:47:02.394Z,"{""latitude"":1.322065,""longitude"":104.0226}",0B000000874D3274
000DB53905693663,admin,2017-09-29T07:47:10.752Z,"{""latitude"":1.3223019999999999,""longitude"":104.022595}",0C0000006477C1DD
000DB5390677365D,admin,2017-09-29T12:02:52.950Z,"{""latitude"":1.323347,""longitude"":104.02348699999999}",0C0000006480F2D1
000DB5390361367B,admin,2017-09-30T11:20:36.694Z,"{""latitude"":1.323342,""longitude"":104.02390799999999}",0D0000005A9BA8FF
000DB53903783677,admin,2017-09-30T12:54:40.524Z,"{""latitude"":1.32138,""longitude"":104.02252}",0D0000005A9DAA69
000DB53908813667,admin,2017-09-30T12:58:56.409Z,"{""latitude"":1.322323,""longitude"":104.02264199999999}",0D0000005A9DBD6C
